mirna_feature,mirna_name,gene
hsa-mir-195,hsa-mir-195,SRPK1
hsa-mir-195,hsa-mir-195,CLCN4
hsa-mir-195,hsa-mir-195,MPP6
hsa-mir-195,hsa-mir-195,SERBP1
hsa-mir-195,hsa-mir-195,OIP5
hsa-mir-195,hsa-mir-195,CHEK1
hsa-mir-151a,hsa-mir-151a,SHCBP1
hsa-mir-151a,hsa-mir-151a,USP6NL
hsa-mir-151a,hsa-mir-151a,NMT2
hsa-mir-151a,hsa-mir-151a,JOSD1
hsa-mir-151a,hsa-mir-151a,GMPS
hsa-mir-151a,hsa-mir-151a,CDK6
hsa-mir-151a,hsa-mir-151a,DONSON
hsa-mir-151a,hsa-mir-151a,TRIM2
hsa-mir-151a,hsa-mir-151a,NUDT5
hsa-mir-151a,hsa-mir-151a,ANP32E
hsa-mir-151a,hsa-mir-151a,CBX2
hsa-mir-151a,hsa-mir-151a,FAM171A1
hsa-mir-151a,hsa-mir-151a,ANLN
hsa-mir-151a,hsa-mir-151a,MRAS
hsa-mir-151a,hsa-mir-151a,CEP55
hsa-mir-151a,hsa-mir-151a,GPN1
hsa-mir-151a,hsa-mir-151a,TRIM29
hsa-mir-151a,hsa-mir-151a,E2F3
hsa-mir-151a,hsa-mir-151a,PIM1
hsa-mir-151a,hsa-mir-151a,PSAT1
hsa-mir-151a,hsa-mir-151a,STK38
hsa-mir-151a,hsa-mir-151a,PDHA1
hsa-mir-151a,hsa-mir-151a,EML4
hsa-mir-151a,hsa-mir-151a,CDC25A
hsa-mir-151a,hsa-mir-151a,PDIA6
hsa-mir-151a,hsa-mir-151a,CHST3
hsa-mir-151a,hsa-mir-151a,CDCA2
hsa-mir-151a,hsa-mir-151a,HDGF
hsa-mir-151a,hsa-mir-151a,KIF23
hsa-mir-151a,hsa-mir-151a,SRPK1
hsa-mir-151a,hsa-mir-151a,CLCN4
hsa-mir-151a,hsa-mir-151a,MPP6
hsa-mir-151a,hsa-mir-151a,SERBP1
hsa-mir-151a,hsa-mir-151a,OIP5
hsa-mir-151a,hsa-mir-151a,CHEK1
