patient_id,hsa-mir-18a,hsa-mir-106b,hsa-mir-17,hsa-mir-505,hsa-mir-93,hsa-mir-942,hsa-mir-20a,hsa-mir-19a,hsa-mir-197,hsa-mir-92a-1,hsa-mir-590,hsa-let-7d,hsa-mir-92a-2,hsa-mir-19b-1,hsa-mir-502,hsa-mir-24-2,hsa-mir-24-1,hsa-mir-19b-2,hsa-mir-877,hsa-mir-378a,hsa-mir-501,hsa-mir-188,hsa-mir-532,hsa-mir-186,hsa-mir-1307,hsa-mir-500b,hsa-mir-455,hsa-mir-1301,hsa-let-7i,hsa-mir-452,hsa-mir-146b,hsa-mir-135b,hsa-mir-224,hsa-mir-934,hsa-mir-324,hsa-mir-1306,hsa-mir-548b,hsa-mir-98,hsa-mir-301b,hsa-mir-421,hsa-mir-146a,hsa-mir-548s,hsa-mir-25,hsa-mir-362,hsa-mir-30e,hsa-mir-130b,hsa-mir-190b,hsa-mir-23a,hsa-mir-27a,hsa-mir-3200,hsa-mir-378c,hsa-mir-130a,hsa-mir-766,hsa-mir-33a,hsa-mir-155,hsa-mir-548d-1,hsa-mir-185,hsa-mir-548ao,hsa-mir-769,hsa-mir-210,hsa-mir-454,hsa-mir-939,hsa-mir-1276,hsa-mir-2355,hsa-mir-7112,hsa-mir-28,hsa-mir-223,hsa-mir-548d-2,hsa-mir-2115,hsa-mir-138-2,hsa-mir-7706,hsa-mir-3677,hsa-mir-2277,hsa-mir-4999,hsa-mir-1277,hsa-mir-10b,hsa-mir-7158,hsa-mir-3691,hsa-mir-15b,hsa-mir-301a,hsa-mir-3613,hsa-mir-3136,hsa-mir-106a,hsa-mir-100,hsa-mir-151a,hsa-mir-195,hsa-mir-1226,hsa-mir-511,hsa-mir-1468,hsa-mir-142
TCGA-AO-A12D,7.39402,470.576554,460.541813,40.66711,4155.4392,4.753299,105.100712,19.013194,456.316658,3772.006452,62.321025,616.344375,3473.076789,40.138965,10.034741,866.15662,812.285904,35.385667,2.112577,334.31533,44.36412,6.865876,692.397152,317.414713,1403.807498,3.69701,187.49122,26.407214,611.062933,48.589274,629.547982,26.935358,66.546179,0.0,45.948552,18.48505,0.0,44.36412,2.640721,4.225154,157.386996,0.0,6796.160602,8.450308,12282.523389,36.441955,7.39402,4421.623917,1333.564308,1.056289,2.640721,37.498244,16.372473,51.229995,597.331181,0.0,45.420408,0.0,39.082677,895.204556,3.69701,0.0,0.0,34.857523,0.528144,4018.649831,35.913811,0.0,12.675463,0.0,3.168866,6.337731,4.225154,1.056289,2.640721,44743.327161,0.528144,0.0,121.473185,10.034741,12.675463,0.0,15.316184,2578.928522,2180.707734,17.956906,3.69701,22.710204,15.316184,5061.734785
TCGA-AO-A1KO,5.232749,326.8724,519.43757,61.397591,1326.327496,2.7908,191.518621,30.001095,541.066267,4306.203738,31.396495,718.63089,3753.625423,298.615554,6.628149,841.774921,841.077221,271.754108,0.34885,534.089268,16.744797,3.837349,375.013692,695.257943,270.009858,3.837349,501.646223,7.325849,805.843376,38.373494,2072.866381,11.860898,28.256846,4.535049,46.745893,15.000548,1.04655,64.18839,1.74425,2.0931,237.566813,0.6977,4528.072304,5.581599,23672.957361,20.582147,8.372399,3349.308335,970.500551,1.74425,15.349398,285.708106,5.232749,18.140197,148.261227,0.0,24.768346,0.0,17.791347,88.607886,5.232749,0.34885,0.0,34.187295,0.0,4575.515897,119.655532,0.0,0.0,0.34885,0.0,1.04655,2.0931,0.6977,2.7908,151016.792939,0.0,0.0,249.078862,10.465498,9.767798,0.6977,10.465498,5830.329154,1469.704824,208.612268,0.6977,37.326944,12.558598,1343.421144
TCGA-AR-A1AI,41.381035,1250.23552,1520.532917,206.024726,11640.397047,25.532979,406.766768,79.240279,1670.209001,11119.172098,66.033566,1233.507016,10111.059654,156.719664,17.608951,758.06534,751.021759,168.165482,10.565371,935.035297,235.079496,13.206713,1677.252581,808.25085,10316.203933,7.924028,1220.300303,63.392224,711.40162,195.459356,1176.277926,7.04358,371.548866,28.174322,127.664895,49.305063,3.52179,149.676083,3.52179,4.402238,748.380417,2.641343,18168.035176,42.261482,26375.567228,41.381035,1.760895,4513.174137,912.143661,19.369846,4.402238,154.958769,55.468196,31.696112,1681.654819,0.0,98.610125,0.0,64.272671,3481.289609,21.130741,4.402238,0.0,88.925202,1.760895,7191.495581,98.610125,0.0,0.0,4.402238,2.641343,14.967608,1.760895,3.52179,0.0,36751.641594,0.0,0.0,384.755579,18.489399,20.250294,2.641343,82.76207,1098.798541,3741.902084,25.532979,2.641343,49.305063,16.728503,13437.390494
TCGA-AR-A1AO,16.249179,507.438642,466.119301,78.460321,4349.673043,7.892458,196.847195,35.748193,502.796019,3685.778022,19.963277,626.289779,3280.941338,91.923926,10.21377,1268.364474,1196.403825,80.781632,0.928525,1043.661544,86.817041,1.857049,789.710091,406.693733,1182.011695,7.892458,302.234726,19.963277,980.057615,77.996058,1583.598543,8.356721,64.532453,4.642623,45.033438,8.356721,1.392787,65.460978,1.392787,4.17836,892.312049,1.392787,10691.495412,16.249179,14140.035423,23.677375,0.0,4035.831761,1501.424124,24.605899,12.070819,116.529825,12.999343,22.284588,1222.866773,0.0,100.280647,0.0,23.677375,322.662265,13.927868,0.464262,0.0,72.424911,0.0,4760.545137,336.125871,0.0,1.392787,0.0,2.321311,9.285245,1.392787,0.0,0.928525,120580.977783,0.0,0.928525,244.201945,9.749507,38.069505,0.464262,4.642623,3288.369534,1509.316583,58.497044,1.392787,45.497701,8.356721,6550.27612
TCGA-AR-A256,72.847672,1798.61928,3590.569407,47.710095,15883.357539,10.773247,862.372792,64.639484,585.859446,19506.246688,51.301177,1880.188152,18121.114898,170.319909,17.4424,1592.901559,1603.161794,116.453673,7.695177,589.450528,151.851485,7.182165,1847.86841,343.717889,8116.87229,10.260235,2298.292748,19.494447,486.848174,95.933202,562.773916,3.078071,369.368477,22.059506,89.264049,13.851318,1.026024,69.769601,2.565059,7.182165,189.301345,0.513012,17782.527127,20.520471,15401.126471,36.423836,0.513012,7041.0866,2158.753546,5.130118,9.747224,72.847672,7.695177,25.650589,238.550475,0.513012,40.52793,0.0,52.327201,1107.079409,23.08553,3.078071,0.0,96.446214,1.026024,5232.207084,71.308637,0.0,0.0,9.234212,6.669153,46.17106,4.104094,0.513012,2.565059,24400.379013,0.0,0.0,411.435443,42.579977,8.7212,1.026024,18.468424,562.260904,2194.66437,18.981436,2.052047,4.617106,16.416377,3366.896274
TCGA-B6-A0RL,19.263699,1294.413527,470.355308,43.878425,5796.232877,2.140411,164.811644,47.089041,883.989726,2829.088185,31.571062,954.623288,2689.42637,96.853596,5.88613,935.894692,870.612158,94.713185,4.815925,165.881849,31.571062,1.070205,323.737158,326.412671,964.255137,2.675514,76.519692,51.904966,422.196062,13.377568,305.543664,6.421233,6.421233,0.0,57.255993,9.096747,1.070205,99.52911,2.675514,5.88613,119.327911,0.0,13929.259418,6.956336,13718.964041,30.500856,40.132705,3499.571918,1373.608733,3.745719,6.421233,325.877568,7.491438,60.46661,240.26113,0.535103,106.485445,0.0,68.493151,1446.917808,29.430651,0.0,0.535103,22.474315,0.0,4779.537671,79.195205,0.0,0.535103,0.535103,3.745719,22.474315,2.675514,0.0,1.605308,58661.708048,0.0,0.0,446.275685,39.597603,19.263699,1.070205,22.474315,1099.101027,3592.144692,153.039384,3.210616,4.280822,11.77226,1476.883562
TCGA-B6-A0RN,1.706016,257.892814,199.888256,9.667426,1908.46369,0.568672,68.524992,12.510787,78.761091,1943.721362,3.980705,388.687405,1794.444926,34.120328,1.990352,432.190824,425.651094,29.570951,0.853008,76.202066,19.050517,0.568672,179.416059,160.934215,434.181176,1.990352,166.3366,3.127697,222.635141,4.265041,147.001747,0.284336,1.137344,0.0,26.72759,1.42168,0.0,26.158918,0.0,1.990352,21.609541,0.0,3786.219084,1.706016,7876.677761,12.510787,21.609541,3237.166136,507.255546,0.284336,1.42168,67.103312,2.274689,5.402385,84.163476,0.0,38.101033,0.0,19.334853,417.405348,5.686721,0.284336,0.0,38.669705,0.0,2194.221438,19.619189,0.0,0.0,0.0,3.127697,2.559025,0.568672,0.0,0.568672,43227.328108,0.0,0.0,50.043148,10.520435,5.118049,0.0,18.481844,1866.950624,1165.77788,48.905804,1.137344,0.568672,0.568672,664.209055
TCGA-BH-A0HQ,1.560395,239.520647,227.297552,10.142568,2274.015781,0.520132,87.642191,11.963029,44.47126,1865.972464,3.900988,241.341108,1713.573877,29.387441,2.080527,249.663215,238.740449,30.68777,0.520132,82.70094,19.765004,0.520132,279.570787,107.14713,462.917211,1.560395,63.196001,1.560395,230.938474,2.600658,310.258557,2.860724,1.300329,0.0,18.204609,0.520132,0.0,31.988099,0.0,0.780198,40.830338,0.0,6887.063805,3.12079,8537.701746,4.161054,28.867309,2162.707598,636.901263,1.040263,2.080527,30.68777,1.820461,9.102305,112.348447,0.0,40.310207,0.0,18.724741,172.163592,2.080527,0.260066,0.0,29.647507,0.0,3168.122169,21.585465,0.0,1.040263,0.0,1.560395,5.461383,0.0,0.0,0.520132,144590.890413,0.0,0.0,60.075211,4.421119,3.12079,0.0,17.424412,1616.569315,1555.453841,20.285136,0.260066,1.560395,3.12079,528.453805
TCGA-BH-A18L,21.597134,524.125579,1571.849979,29.498525,8368.099452,3.160556,535.714286,63.737885,335.545723,7607.985672,24.757691,1067.741256,6765.697429,164.348925,9.481669,543.088917,544.142436,134.8504,6.847872,124.315213,81.120944,4.740834,1172.039612,495.153814,3764.749263,6.847872,49.515381,58.99705,683.206911,27.918247,564.686051,0.526759,18.963338,0.0,112.726507,15.276022,2.107038,191.740413,3.687316,9.481669,96.923725,0.526759,8191.108302,33.7126,14127.159713,33.185841,12.115466,1852.085967,448.272229,5.794353,2.107038,27.918247,4.214075,49.515381,252.844501,0.0,80.594185,0.0,43.194269,421.93426,53.729456,5.794353,0.526759,88.495575,1.053519,2460.493047,73.219553,0.0,1.053519,0.526759,5.794353,44.247788,2.633797,0.0,3.160556,70824.905183,0.0,0.526759,269.700801,111.672988,21.597134,0.0,17.383059,1940.054783,6011.378003,37.399916,2.633797,8.954909,1.053519,2926.148335
TCGA-BH-A18V,87.537123,1762.788852,4588.069574,96.371145,13703.173662,20.077322,1261.658901,130.101045,391.909321,20904.507439,24.895879,1716.209466,19432.438206,306.781477,12.046393,1929.83217,1794.912567,217.638168,15.258765,543.693874,135.722695,4.015464,1436.733147,420.017572,3536.017912,9.637114,785.424828,19.274229,905.085666,101.189702,1694.525958,71.475266,116.448466,34.532993,81.11238,19.274229,0.0,154.193831,4.015464,4.015464,289.916527,0.0,11069.029045,8.030929,15406.533642,56.216501,0.0,6106.718193,1435.126961,3.212371,7.227836,398.334064,5.62165,32.123715,594.288725,0.803093,86.73403,0.0,38.548458,1598.154814,15.258765,2.409279,1.606186,52.201037,0.803093,9481.314438,277.067041,0.0,0.0,14.455672,8.030929,24.895879,0.803093,0.803093,0.803093,46996.191734,0.0,0.0,395.924786,35.336086,28.911343,0.803093,18.471136,1525.073363,3621.948849,28.911343,3.212371,12.046393,12.849486,8615.580323
TCGA-BH-A204,11.331818,711.432156,1179.745302,44.503141,6965.565695,3.708595,392.905046,47.79967,862.248356,6213.338992,31.523058,1087.030425,5952.501138,143.811076,6.387025,744.397446,696.803809,133.715456,1.648264,144.841241,31.110992,2.472397,551.138436,290.300582,2323.846884,2.472397,86.739918,36.673885,514.258518,8.447355,149.167935,0.0,5.974959,0.0,80.558926,24.105868,3.090496,90.24248,2.060331,3.914628,32.759257,0.618099,13135.843777,8.859422,10206.053663,29.874794,55.422893,3283.960944,971.445878,11.949917,1.442231,35.643719,5.35686,35.231653,140.514547,0.0,66.136612,0.0,33.995455,608.621659,33.377356,1.854298,0.0,43.885042,0.206033,1820.302086,60.367687,0.0,0.824132,0.0,0.618099,21.633471,0.824132,0.206033,2.884463,47068.664638,0.0,0.0,363.442318,35.643719,15.864546,0.206033,7.005124,2112.250932,3240.075903,105.69496,3.296529,3.090496,37.498017,1604.379439
