patient_id,FAM171A1,FOXC1,FOXA1,CDCA8,ANP32E,B3GNT5,MICALL1,TTLL4,PLK1,SFT2D2,CENPA,AURKB,IFRD1,TTK,KIF2C,MTHFD1L,MPP6,GABRP,CDCA7,CDC25A,EXO1,MELK,SUV39H2,FOXM1,CCDC82,PSAT1,SRPK1,CCNB2,ATL2,TCF7L1,NCAPG,CDCA3,TBX19,GSG2,CEP55,RBM17,BUB1,YBX1,MRAS,KIF20A,KIF4A,CENPO,NCAPH,HDGF,CDH3,CHEK1,LBR,CLCN4,FAM136A,DLGAP5,MSN,STIL,MSL3,SERBP1,GATA3,KIAA0020,FANCA,UCK2,ZNF454,STK38,CCNA2,CDCA2,HAPLN3,FANCE,TUBB,GMPS,RNF8,UBXN2A,SGOL1,ILF2,PSMB2,ENO1,SOX10,CDK2AP1,RPIA,MEMO1,ANLN,KIF23,TSPAN33,JOSD1,UBE2E3,STMN1,EN1,GPSM2,PAPSS1,ST8SIA1,PDIA6,GPN1,CKS1B,SCHIP1,DBF4,NASP,TIGD2,KIF18A,ASPM,TUBA1C,L3MBTL4,IGF2BP2,SKP2,TUBB6,EZH2,MCM5,NDUFAF4,DSCC1,GPR161,CENPF,ANKRA2,CDC123,DSC2,PFKP,LYN,KIF14,RSU1,PRTFDC1,USP6NL,DEK,CHST3,PADI2,CEBPB,LMO4,NIP7,RRP1B,RIPK2,IQGAP3,KARS,ESYT3,CKAP2L,RAD51,CENPE,PRKD3,MSH2,EML4,KIF11,RANBP1,SEPHS1,CDC42EP1,E2F3,DNALI1,DONSON,LPIN1,OIP5,RASAL1,JRKL,IFNAR2,DEPDC1B,UGT8,HSPA14,PSME4,XBP1,NUF2,SMO,CENPL,COMMD2,NCK1,NMT2,PRNP,LAD1,MYO10,DPH2,RAP2B,PPP1R14C,RBM28,TBC1D22B,SHCBP1,TBC1D1,TRIM2,TRIM29,CCNB1,TRDMT1,MCM3,FERMT1,ECE2,CENPI,ERBB2,ESPL1,NUDT5,UBE2T,PIM1,PPARA,KHDRBS3,PDK1,PDXK,RACGAP1,RHEB,DEPDC1,TROAP,PPP1CB,TAF5,LMNB2,CCDC77,BTG3,BAG2,HORMAD1,YARS,SMG5,PDHA1,SLC22A5,XPO5,NFIL3,PSRC1,SOX11,COTL1,GPM6B,GART,HDAC2,KIAA0141,GLIPR2,NXN,CRY2,PTTG1,IRAK1,NEK2,PROM1,RUNDC1,CDK6,FAM98A,CBX2,PHF5A,PSMG1,MASTL
TCGA-BH-A28Q,191.388,70.445,9330.05,118.671,951.639,83.322,702.43,756.463,88.3718,110.036,18.6843,25.2491,448.676,75.2423,82.817,236.837,46.7108,45.7009,41.9135,36.6112,74.7373,84.5845,213.86,142.713,113.368,10.6046,1568.98,98.219,837.26,128.518,91.8562,36.596,41.7115,24.4916,80.0396,1079.4,145.182,3532.85,389.089,193.408,86.3519,82.9307,70.95,9095.99000000001,256.783,115.893,423.175,49.2357,573.407,74.4848,5211.92,185.581,445.647,5880.26,13871.1,776.41,79.4741,534.776,20.1993,932.702,99.3729,58.3254,139.375,49.9932,13935.0,1322.3,342.125,306.272,18.6843,5536.62,1259.54,12464.2,24.2391,2490.32,393.886,437.395,474.431,256.531,86.0994,1588.42,1150.35,2042.15,20.7043,281.82,1800.51,22.9767,4515.24,858.717,583.507,102.006,220.488,1246.55,114.126,79.5347,222.192,2017.91,103.774,5.8073,143.415,676.61,266.63,628.198,125.74,64.6377,205.023,877.659,406.51,938.948,534.271,1059.2,383.281,62.8703,1428.59,67.6676,736.769,2334.28,294.909,814.031,647.892,737.021,316.119,1259.93,417.62,187.601,1523.03,8.5847,43.176,45.7009,133.82,966.283,1054.4,1893.18,303.999,700.915,1113.74,922.097,708.237,1811.37,164.16,695.865,17.0785,2.0199,110.844,381.279,20.4518,4.7973,577.952,2552.43,58657.2,70.6975,492.357,222.95,571.135,547.653,261.076,969.565,158.817,486.55,634.762,537.048,10.0996,401.461,394.401,47.4683,947.094,260.318,243.401,455.494,79.2822,2323.67,14.392,132.053,23.2292,9963.55,79.5347,622.203,231.282,272.185,252.491,119.681,347.428,1641.44,375.454,722.629,58.3254,28.279,5864.14,90.6443,1044.05,175.532,315.109,118.166,0.2525,1441.72,2789.27,786.873,559.773,1494.24,383.534,152.505,18.1794,942.801000000001,151.747,2176.98,1318.76,1308.91,280.77,348.438,1533.13,59.3354,1794.96,328.743,382.271,1165.25,287.082,829.938,48.7308,377.221,279.76,279.002
TCGA-C8-A12P,113.107,54.2606,3648.45,750.86,1246.08,1515.48,333.206,840.657,701.185,84.4287,221.628,276.271,1382.12,241.116,747.039,582.346,13.3741,15205.2,311.425,269.775,653.42,512.419,266.718,2000.78,260.986,2293.08,1777.99,540.313,767.673,1719.53,482.232,211.429,74.914,79.8624,495.988,2056.94,991.976,9486.81999999999,691.25,1166.99,1043.56,233.412,674.818,5883.07,2546.05,506.687,742.453,238.441,761.177,507.451,6456.25,798.242,579.671,4745.13,164.692,622.468,150.546,793.657,5.7318,1111.96,658.254,194.498,442.873,102.79,24882.7,2394.73,418.418,519.679,103.172,6427.59,2270.16,37082.9,0.0,3592.66,507.069,741.563,2098.59,1403.52,800.535,2150.55,693.924,9480.32,53.4964,622.984,1582.35,143.294,9983.18000000001,1242.26,696.599,120.749,437.524,2731.37,212.839,226.213,854.413,7528.09,16.431,68.0168,262.514,921.508999999999,489.11,1538.4,211.693,55.0248,60.7566,2448.61,202.14,1384.43,436.76,4499.81,760.413,331.295,2148.64,35.1548,659.152,3757.36,325.946,12458.9,682.461,473.061,505.159,2110.05,410.012,1018.72,2974.4,98.2041,223.921,215.896,554.452,515.094,896.828000000001,3136.03,951.089,1300.73,835.69,4723.35,1124.57,20.6343,500.955,2282.0,39.8854,15.2847,259.457,212.66,168.514,0.7642,690.485,3982.42,5816.58,487.581,261.368,274.742,478.028,419.182,124.57,2386.32,2698.51,4969.05,804.738,590.371,588.842,941.154,428.907,389.377,1290.03,1154.38,1232.33,2845.62,50.4394,4129.54,61.9029,497.898,163.546,54198.3,583.875,915.911,615.59,394.727,309.515,155.139,315.247,3175.77,1343.52,1144.82,308.75,473.061,6422.39,144.058,1467.71,126.099,968.284,572.029,2.2927,3116.16,2246.85,3880.37,454.719,1843.71,371.8,129.538,1241.88,1724.49,124.57,2738.63,2093.62,742.453,379.06,1409.63,497.516,701.567,7223.16,484.142,283.531,579.289,285.059,1975.93,348.108,581.964,805.885,600.688
TCGA-C8-A135,317.051,168.664,7476.96,606.452,242.857,252.995,646.544,658.064,699.539,175.097,316.129,188.018,454.839,273.272,790.783,734.101,45.1613,837.788,79.2627,176.498,496.313,495.853,474.654,1151.58,158.525,1169.12,3264.06,473.272,1037.79,335.023,475.134,357.899,46.1014,56.2212,541.475,1261.75,669.124,12096.3,580.184,1326.73,944.701,170.171,410.138,9029.95,406.912,307.373,908.295,244.701,748.387,556.221,5747.0,347.005,807.834,6814.29,2396.31,814.286,159.724,711.06,8.2949,1547.93,893.982,202.765,218.433,199.539,31106.5,2309.68,463.594,351.152,78.341,9273.27,2441.94,29012.9,193.548,2030.88,517.051,714.046,1980.65,460.369,180.645,1807.83,1752.07,8328.11,61.2903,657.263,2211.52,77.4194,10379.6,1194.93,1605.99,194.931,438.249,2159.91,398.618,183.41,1086.18,10456.2,40.0922,94.9309,474.654,758.014,518.894,1247.93,175.115,291.244,117.511,3917.05,155.299,1809.55,1727.65,1083.41,506.452,455.76,1428.11,52.0737,1149.31,2240.09,611.982,6898.16,1384.79,1989.4,586.175,3135.02,1046.08,541.936,3526.73,16.129,265.899,168.664,908.295,1046.54,983.41,1501.84,1291.24,1505.99,1756.68,1732.26,738.71,45.6221,687.599,916.129,83.4793,16.5899,264.055,324.12,218.433,23.5023,502.304,4055.76,28249.8,216.129,212.442,289.401,611.982,465.438,279.724,1776.96,966.82,3648.85,394.931,994.009,358.986,358.525,577.359,266.359,1756.68,763.134,793.548,1955.3,49.3088,2638.25,30.8756,179.263,83.871,96356.2,287.558,1030.08,663.134,411.521,164.055,554.378,512.903,5249.31,1541.01,834.101,390.783,397.235,4682.5,104.608,1432.26,195.852,721.659,97.6959,0.0,3169.12,1511.06,1637.16,641.014,1933.64,641.475,227.189,2605.53,3133.18,416.129,2632.72,2224.88,591.244,548.387,504.147,717.511,596.313,1313.82,502.304,2404.15,753.456,1136.41,1945.62,3676.5,829.493000000001,2708.29,375.576
TCGA-C8-A1HJ,3011.55,3001.4,54.2717,1626.75,6209.03,943.277,1273.46,4384.1,1878.15,531.509,415.266,1211.13,1766.81,3469.89,1558.12,2061.27,379.902,24636.6,1960.78,700.98,1321.43,2988.8,1176.47,5636.76,748.599,2755.95,6465.69,1985.29,4013.31,1438.73,2447.98,1841.24,494.401,146.008,1919.82,3800.77,2274.51,25745.1,1779.06,2090.69,1381.65,287.85,1283.26,27200.3,1024.86,684.874,3663.17,357.493,2666.32,2567.23,12107.1,1253.15,1564.43,15175.4,144.608,2196.78,690.791,3086.48,52.521,2972.34,1628.6,1657.91,2113.45,499.3,67465.7,9166.32,1467.44,822.479,315.476,5252.8,6288.87,21525.9,7460.08,23457.3,1199.93,1770.73,2653.01,2984.24,1303.22,3349.44,2277.31,21123.9,1891.46,1760.62,5306.37,121.499,6646.53,1581.23,2847.69,2231.79,1253.85,4905.81,248.95,749.3,2967.79,6563.38,68.9776,814.776,528.712,1016.99,913.865,2569.68,1621.85,642.157,497.899,4599.44,149.16,4763.83,2624.65,1195.03,620.448,1244.05,6660.36,479.342,1633.75,11583.7,818.277,3018.21,2278.36,7409.66,1476.19,3021.01,1257.0,3528.36,8893.91,242.647,499.3,421.219,1154.41,2071.08,3850.14,3533.96,4227.94,2894.26,4523.81,1714.29,3530.11,27.6611,1340.82,308.473,311.156,392.857,1156.86,763.134,316.176,489.496,2115.55,5272.76,4918.42,3295.52,1014.71,1068.98,1354.34,902.660999999999,480.392,1616.6,9146.36,2955.88,904.762,2383.4,3000.35,969.538,963.235,547.619,2178.22,3122.2,900.21,4662.11,265.756,6760.85,445.728,387.955,253.501,518.557,561.975,5004.03,2579.83,1604.34,516.457,1559.87,914.916,1149.86,1455.53,1517.51,1020.66,817.226999999999,10994.8,563.726,1984.24,1176.12,1145.66,203.431,241.597,2674.72,3264.71,2227.9,153.011,6232.14,587.535,377.451,1385.85,4346.64,725.14,3580.88,8879.2,526.611,551.821,823.529,379.202,1783.61,1298.67,1265.76,3170.52,300.07,9539.22,2103.29,1308.47,1109.94,2613.8,1135.15
TCGA-C8-A278,186.726,92.0338,6032.37,523.962,577.454,170.445,307.333,682.778,559.513,86.3856,207.658,257.495,777.47,587.754,1162.88,325.939,30.5672,11.9611,441.563,263.808,301.685,682.114,440.566,883.389,245.534,498.71,2825.14,614.334,1563.91,107.317,561.197,178.333,57.8119,49.8378,723.645,1627.7,768.498999999999,13390.8,696.4,708.694,467.147,256.435,520.639,7142.76,374.78,369.464,821.992,79.7405,1719.4,408.338,6690.56,877.146,1054.9,6828.45,4144.85,1416.06,180.473,1212.06,32.2285,1390.48,443.288,152.504,346.871,87.7146,32585.0,2231.41,443.557,287.066,181.077,6326.75,2733.44,18941.7,6.3128,2637.42,835.946,1117.81,963.531,552.535,489.74,1590.82,598.054,6356.65,66.1182,1226.21,1463.9,60.4699,9950.6,1327.22,846.246,102.334,619.318,4953.88,217.293,240.883,373.119,6096.16,32.893,32.5607,267.463,820.144,652.875,862.859,669.156,443.224,81.0695,2261.97,242.212,1855.17,1020.35,1875.9,877.81,147.852,2287.22,60.4699,701.383999999999,1967.93,219.619,4835.27,1025.33,791.092,554.861,1617.4,1482.51,480.437,3025.16,20.2674,166.791,284.408,455.85,797.073,1359.24,2640.41,1071.85,1567.9,1246.28,917.016,1065.2,20.2674,515.11,821.992,127.395,34.222,186.393,661.939,133.898,5.9805,971.173,7673.7,29403.3,259.489,87.7146,234.613,908.709999999999,861.197,187.058,1452.61,1308.41,2057.64,1400.11,1415.73,32.893,594.399,534.212,236.231,1121.02,226.264,122.601,1481.18,75.4212,3382.66,8.3063,499.707,116.953,64870.2,237.228,1023.46,542.9,427.941,194.368,111.637,1176.5,2220.44,965.856999999999,1251.93,254.837,198.355,7949.22,181.077,1438.65,310.988,219.286,207.325,0.0,1810.44,1606.77,1500.08,720.655,1749.97,465.153,97.3499,3964.1,2987.61,327.933,2457.67,6498.85,665.169,609.683,501.701,498.71,395.712,2265.96,505.023,11.9611,517.981,382.09,2153.99,881.133,566.822,1133.98,307.333
TCGA-C8-A27B,1732.97,1888.02,282.694,912.817,6253.72,1192.38,1290.26,2863.22,929.783,227.585,625.163,821.196,2091.36,850.17,2924.56,1245.89,55.5991,20382.9,1823.02,476.377,1554.16,1063.43,877.056,2257.24,551.031,3531.72,7538.5,1010.44,4670.32,9936.57,1618.93,352.918,158.476,211.955,1162.88,2661.19,1485.77,19860.1,4334.64,1409.03,922.213,275.946,539.807,18274.3,6392.59,392.848,1529.37,367.267,1520.75,993.213,15235.7,3243.54,1318.98,15646.6,912.817,1157.14,1081.87,1204.39,63.6909,4058.47,1450.22,374.315,4081.18,595.406,38516.8,2974.42,968.416,675.281,214.826,17367.5,1994.52,39966.3,3363.09,7067.87,1022.45,550.005,3517.88,2134.17,1719.66,2841.03,1469.33,7634.04,636.909,1782.66,4747.06,265.205,17594.0,1649.39,1842.6,218.22,602.976,6945.71,269.642,634.821,2464.63,5476.64,233.881,1764.03,564.082,984.568,1461.5,2797.7,249.543,850.17,66.5623,4344.56,151.657,1805.41,3438.27,2096.58,2492.3,959.541,3744.45,149.047,2208.82,17675.8,4051.94,6840.77,2533.02,2821.98,1418.95,1429.39,2149.05,2052.21,5889.32,150.352,707.909,454.712,1266.25,2549.46,1960.85,3131.56,1944.14,1844.95,2177.24,2906.55,2327.07,4.6985,482.929,1285.83,154.492,87.7056,462.02,592.631,384.234,521.274,1211.43,7260.25,6349.52,963.978,641.869,490.211,1898.46,1878.36,351.605,2855.91,1956.67,4796.66,1305.93,2157.92,1861.39,582.876,1345.83,429.914,2233.88,997.390000000001,1571.65,2316.11,238.319,9979.12,19.5771,425.215,113.025,1036.28,576.873,1641.74,955.363999999999,2147.74,1071.26,1256.85,687.027,2145.91,1929.78,1933.7,1518.14,425.476,15302.7,428.087,3155.57,266.51,535.63,528.322,254.242,2796.14,2573.48,1001.31,145.132,4170.97,1730.88,488.645,531.976,2687.55,870.791000000001,2867.14,3192.12,510.05,451.318,1045.94,396.502,930.305,5407.73,1006.53,26248.2,455.756,2214.04,985.904,941.53,885.409,593.057,1312.19
TCGA-D8-A1JG,165.061,145.139,3073.8,707.587,433.349,428.433,460.773,862.04,871.872,83.8083,293.125,364.53,1122.83,435.936,959.058999999999,281.483,280.448,15.5229,569.951,323.136,517.69,877.822,250.437,1108.47,281.741,1535.99,2093.53,699.826,1345.32,359.097,676.249,178.071,27.6981,107.626,621.176,888.429,1117.13,5441.31,475.519,1161.89,1511.16,446.799,390.661,5802.73,295.195,472.156,1093.33,396.352,1259.17,522.347,4872.65,948.192999999999,969.149,6419.51,837.98,404.89,481.804,467.499,16.0404,1445.19,1095.86,444.991,270.617,248.108,24335.8,2347.59,352.112,401.527,184.464,3594.34,1916.82,26538.8,0.7761,2581.46,366.6,406.44,3552.94,551.841,210.336,1362.66,1020.89,2744.97,108.402,582.708,2402.43,36.7376,7108.06,886.719,927.754,61.3156,1214.67,2621.31,257.94,427.916,1189.57,11915.4,152.901,27.4239,539.163,492.794,573.831,1147.4,621.694,136.861,91.8441,2764.64,120.044,678.598,1661.73,2072.31,1394.74,428.692,785.719,40.3596,527.263,1856.54,321.842,2111.12,1104.72,2323.53,504.754,1814.63,1111.44,787.789,2334.65,92.6202,441.628,317.703,1329.02,2337.24,1226.83,2390.02,1138.61,598.409,1072.12,915.077,632.56,9.8312,929.863,1751.5,108.322,9.055,375.138,974.553,98.0532,321.066,595.046,4774.34,22178.9,313.822,124.442,359.356,496.993,630.231,107.626,2282.13,940.949,9782.56,571.503,1235.63,456.633,459.22,708.03,592.717,1515.82,2848.72,124.442,850.14,42.6881,2204.0,3.622,253.283,239.829,20037.3,411.617,532.708,506.565,557.015,604.619,321.584,1071.6,4754.93,2919.61,714.831,970.960000000001,743.808,7821.97,171.27,2475.13,176.962,511.998,172.563,0.2587,1507.79,2339.82,2707.81,664.899,1754.87,783.391,136.861,1198.63,1444.15,78.9083,2737.47,2314.99,1147.4,434.901,456.633,733.976,546.925,3508.7,361.167,835.652,407.218,527.521,1790.83,2007.89,330.639,666.452,476.813
TCGA-D8-A1XF,131.039,30.7504,8177.86,602.429,2495.68,32.4976,1244.69,485.367,1144.06,137.315,289.333,354.678,832.707,305.408,583.559,616.755,1.3977,29.0032,1130.43,361.317,583.559,1275.09,505.635,2114.1,65.3446,10.4831,1680.09,636.324,1535.07,48.9211,556.722,293.01,32.5116,200.926,546.868,2387.0,955.01,3446.49,201.275,375.994,594.042,504.289,549.664,11989.5,193.238,435.048,624.094,9.4348,1673.1,373.198,3737.92,477.68,261.029,5584.0,17067.5,1397.4,1126.19,927.405,6.6393,1311.44,917.442,293.876,64.2963,64.2963,19979.4,963.047,254.39,383.681,222.591,5696.86,895.606,8272.21,16.773,2161.96,498.646,296.913,1602.52,580.065,227.134,1841.53,114.266,7022.98,3.4944,759.413,1991.79,4.1932,6547.79,1256.86,2253.52,57.657,440.989,1467.63,156.198,316.24,1557.09,3906.35,5.9404,3.1449,220.145,239.941,566.437,1707.0,136.63,986.809000000001,37.3897,5108.76,194.986,1925.79,1790.86,5170.61,190.094,446.231,2650.13,275.705,592.644,2726.3,168.079,55.9098,195.685,114.965,1112.26,1147.2,665.677,1980.61,3347.6,0.6989,407.792,381.235,959.902,229.58,1918.76,1273.7,1160.48,1152.79,2798.29,914.475,854.722,911.331,507.26,923.91,68.3708,1.0483,40.8841,122.708,118.808,0.6989,1268.8,1833.14,61290.8,716.345,74.7794,327.422,850.179,423.168,118.808,1205.56,3649.52,529.746,557.002,498.646,13.628,602.429,385.729,568.533,651.699,66.0435,78.9727,1109.11,105.18,3390.93,346.641,201.625,90.5041,8059.05,727.177,1653.83,1053.2,386.477,250.895,283.743,226.784,1257.97,2522.93,1439.68,260.68,481.873,5639.56,97.8422,2096.97,256.137,34.5942,50.3189,0.3494,2156.02,3603.04,853.628,498.646,3475.85,191.142,157.945,16.773,397.309,25.5089,3275.62,1979.91,424.216,118.808,90.5041,936.14,272.91,2079.85,1439.33,4.8921,1578.4,166.681,1198.22,3235.78,491.308,526.601,1601.12
TCGA-D8-A3Z6,194.626,154.325,6339.45,119.921,730.341,61.599,617.3,230.341,147.772,68.1324,16.7104,59.9607,443.316,37.6802,122.215,122.543,9.1743,616.645,25.8847,47.8375,95.675,112.058,111.73,367.326,159.567,17.6933,788.008,93.3814,613.041,595.347,87.4148,84.4463,57.3591,21.6252,135.649,1457.08,116.645,2806.68,266.71,110.419,168.087,48.519,118.611,8488.53,887.615,106.815,543.578,50.4587,614.679,93.3814,3907.93,110.747,361.075,5066.51,10610.1,681.52,79.2235,460.026,9.1743,834.207,122.778,24.574,340.433,143.185,14355.5,786.37,312.582,186.107,14.4168,5473.46,1341.19,10626.5,217.89,2244.43,343.054,261.773,209.371,165.793,134.666,1128.11,275.885,1240.83,32.4377,225.813,1528.83,11.1402,4509.42,512.202,785.059,163.581,139.908,1661.21,99.2792,42.9227,106.16,2195.61,32.1101,25.8847,119.266,807.002,368.283,939.712,131.062,73.7221,107.143,740.498,255.898,1097.85,354.849,1062.58,317.169,47.5098,965.596,50.4587,550.786,1051.44,481.651,404.325,789.646,783.093,249.672,624.836,435.78,320.773,1186.44,3.6042,34.076,102.228,68.8073,332.569,566.514,647.444,370.904,687.418,1018.68,1893.51,243.447,1048.82,140.524,247.379,22.0773,234.928,113.368,240.799,23.9187,5.8978,519.332,1612.39,80648.1,95.675,291.94,119.921,456.422,375.491,114.351,854.521999999999,945.609,1144.5,530.799,440.695,49.8034,522.936,444.397,46.8545,720.511,255.57,844.692,280.144,48.1651,1402.36,51.4417,204.456,14.7444,8032.77,154.653,783.542,287.68,288.336,158.257,174.64,227.392,1465.92,323.067,920.052,45.5439,95.0197,3713.02,84.2071,1189.06,110.747,182.176,87.156,0.6553,1322.74,3719.2,891.848,832.569,981.979,263.106,119.921,107.798,1350.59,139.908,1094.04,1838.79,1078.31,355.832,532.11,999.672,78.3093,1957.73,158.257,424.64,1169.72,227.064,978.047,115.334,381.717,339.45,306.029
TCGA-E2-A109,145.343,55.1193,12291.0,600.462,2085.3,53.5797,557.968,317.475,1053.73,75.1224,315.935,333.795,357.814,316.243,808.622,227.868,27.7136,27.4057,15.3965,410.162,208.776,484.988,282.987,1683.01,83.4488,27.4057,1349.35,961.047,1391.22,132.41,1159.75,476.699,37.8876,104.388,711.316,1484.22,955.504,4589.38,412.933,984.449999999999,1477.75,239.871,586.913,9855.89,236.798,363.048,962.894,44.6497,1191.99,797.229,3773.98,441.878,334.103,5244.65,11354.3,353.811,343.446,491.147,6.7744,917.013,866.029,96.9977,133.949,139.8,21890.4,1834.64,379.985,282.679,206.62,10464.7,1640.95,9211.7,4.6189,2760.59,493.303,405.888,975.828,799.692,205.081,1531.64,224.172,3887.61,17.8599,862.226,2598.92,31.1008,4814.14,960.123,1822.94,98.2294,380.816,1723.79,106.851,233.41,1077.75,4791.69,9.8537,24.3264,274.057,889.118,541.955,1217.55,117.013,567.821,72.3634,2701.15,273.749,1049.47,1165.82,1073.75,290.069,152.425,903.464,51.4242,382.448,1440.18,189.684,356.89,441.878,767.667,1103.62,968.745,1292.07,1495.0,4231.56,2.4634,376.289,372.902,1224.02,651.578,1690.22,1391.22,1937.8,1244.34,1126.71,537.029,530.87,1126.71,277.346,630.331,182.938,45.2656,72.6713,166.855,300.847,3.0793,616.166,3082.68,55944.9,503.464,153.657,294.688,624.48,463.741,177.675,1958.74,469.284,1508.85,414.165,797.229,2.4634,375.981,382.984,267.591,1676.98,211.855,14.7806,1907.93,51.7321,3604.93,20.9392,149.038,149.962,10861.9,900.693,657.078,673.441,270.362,103.464,213.703,321.478,1135.64,2076.98,938.568,391.07,718.707,5917.92,131.178,1437.11,211.547,92.3788,91.147,0.0,2002.46,2815.4,1116.81,1535.03,1953.5,299.923,275.289,44.0339,3119.32,105.928,1683.76,1857.12,1023.86,351.963,641.417,792.302,641.109,1764.74,502.233,11.7013,1495.61,153.657,1014.93,2286.68,464.973,415.089,557.66
TCGA-E2-A14N,2496.76,6603.52,129.998,2627.65,8196.55,2025.91,420.37,2300.2,1231.63,285.012,1077.95,1219.57,2852.8,1566.23,1729.28,798.302,569.577,39125.7,1472.41,837.613999999999,1374.13,2045.12,1171.32,4798.93,476.658,4208.62,3092.69,1882.06,3396.02,1951.75,1782.99,1142.63,118.829,173.33,2053.61,4579.4,1277.19,26498.5,3426.4,1699.35,1329.91,464.239,605.762,22813.9,4968.05,855.929,2863.52,279.204,3747.15,2011.61,15198.6,1252.18,999.329,21676.1,3979.89,4306.9,500.049,1731.96,132.678,1410.76,1479.57,583.426,1231.63,158.588,27549.2,6475.76,477.105,353.361,306.455,9520.65000000001,7329.01,23237.0,2030.82,10984.6,796.961,1569.35,3019.88,1321.87,1640.83,1879.38,3548.35,11279.9,354.255,2025.6,8115.69,496.761,16596.6,2795.5,2129.1,436.006,1249.7,5121.28,328.791,658.029,1835.16,8620.5,102.3,1387.53,600.848,989.751,2177.8,902.836,929.193,1321.42,213.982,7219.11,49.14,4951.96,6436.45,5466.6,1744.47,536.073,4606.65,497.207,1638.6,2041.1,341.3,4125.97,3452.31,6775.06,1332.14,2440.02,2463.25,1343.76,5546.57,34.8447,354.255,473.531,1109.22,1404.51,2527.14,2025.91,1825.33,4487.37,4410.09,2784.0,1586.33,10.2747,503.689,1532.27,283.475,189.412,968.058,509.081,258.655,504.802,1803.88,12824.2,9686.39,1230.73,1161.94,424.838,2198.79,1392.0,450.748,2317.17,3240.56,2883.62,1295.51,2185.39,1091.8,976.546,426.16,376.591,1788.25,1902.61,1564.89,2230.06,195.22,2436.0,418.583,1212.42,129.551,1179.36,775.518999999999,3469.74,1659.59,302.434,500.334,1361.62,2979.22,3345.09,1883.4,1582.31,1492.96,566.45,14655.4,381.058,2332.36,792.494,1632.34,1048.47,126.424,4950.63,3042.66,1877.26,134.912,2322.09,2040.65,540.987,2971.18,5013.17,299.307,2342.19,7177.12,438.686,5087.78,1299.53,263.569,2819.3,2469.06,1162.38,16316.7,447.621,2811.7,3521.1,1204.82,1310.7,1406.3,1962.47
TCGA-E2-A14P,142.972,85.3024,8691.23,1611.93,870.244,38.0457,574.69,734.081,1567.88,66.4638,309.572,488.987,675.611,530.236,1857.03,130.957,13.6163,213.857,187.425,372.447,657.589,1267.52,267.12,2649.34,89.3072,199.039,1298.76,1126.55,1065.68,989.587,395.178,423.616,36.0593,118.542,1092.11,1393.67,1376.05,10018.0,424.91,1292.75,1345.21,145.234,958.35,6041.25,3702.44,375.651,1517.02,107.329,1266.72,799.76,6931.52,915.098,883.46,5799.76,4983.98,575.09,790.427999999999,464.157,14.4173,1616.74,1454.47,213.056,174.609,144.573,32072.1,999.999999999999,298.358,317.982,175.411,7583.5,3037.28,25355.6,63.6764,4103.72,480.977,566.568,1714.86,1253.9,437.325,1812.17,1221.87,12897.5,18.0216,322.964,3189.43,40.4485,13280.6,839.407,1378.85,70.8851,563.476,8022.43,157.789,283.941,601.922,8515.42,11.6139,14.4173,513.416,1917.22,705.246,1434.92,275.531,205.847,29.2351,1951.54,220.665,2183.19,1428.11,2958.75,268.723,293.152,870.244,23.6284,527.833,2609.13,488.186,3361.23,2246.7,3218.26,1297.16,1048.46,567.481,265.519,6476.17,2.0024,250.701,344.814,1164.2,715.258,782.139,1614.74,1342.01,1245.49,1237.48,1450.54,387.265,16.0192,447.633,1914.7,236.732,6.8082,153.785,509.892,251.902,390.469,486.584,5690.03,11838.6,327.193,789.748,151.782,405.286,201.442,286.344,1216.26,2174.21,5226.27,1002.0,414.097,12.4149,886.263999999999,409.211,400.08,569.884,187.024,875.851,1959.15,32.4389,4095.31,33.2399,490.188,115.338,179673.0,262.715,1747.93,436.524,572.287,291.149,391.67,329.996,2028.83,1015.22,821.786,354.826,348.819,6423.87,134.962,3633.96,205.446,1725.67,64.4774,17.2207,1727.27,2136.96,1650.78,418.903,1799.76,674.009,446.536,3740.49,2839.41,263.917,1816.98,4747.3,563.476,446.936,2291.95,653.184,551.462,1672.81,573.488,83.7004,1513.42,152.183,640.769,1675.21,557.469,593.913,1269.12
