patient_id,FAM171A1,FOXC1,FOXA1,CDCA8,ANP32E,B3GNT5,MICALL1,TTLL4,PLK1,SFT2D2,CENPA,AURKB,IFRD1,TTK,KIF2C,MTHFD1L,MPP6,GABRP,CDCA7,CDC25A,EXO1,MELK,SUV39H2,FOXM1,CCDC82,PSAT1,SRPK1,CCNB2,ATL2,TCF7L1,NCAPG,CDCA3,TBX19,GSG2,CEP55,RBM17,BUB1,YBX1,MRAS,KIF20A,KIF4A,CENPO,NCAPH,HDGF,CDH3,CHEK1,LBR,CLCN4,FAM136A,DLGAP5,MSN,STIL,MSL3,SERBP1,GATA3,KIAA0020,FANCA,UCK2,ZNF454,STK38,CCNA2,CDCA2,HAPLN3,FANCE,TUBB,GMPS,RNF8,UBXN2A,SGOL1,ILF2,PSMB2,ENO1,SOX10,CDK2AP1,RPIA,MEMO1,ANLN,KIF23,TSPAN33,JOSD1,UBE2E3,STMN1,EN1,GPSM2,PAPSS1,ST8SIA1,PDIA6,GPN1,CKS1B,SCHIP1,DBF4,NASP,TIGD2,KIF18A,ASPM,TUBA1C,L3MBTL4,IGF2BP2,SKP2,TUBB6,EZH2,MCM5,NDUFAF4,DSCC1,GPR161,CENPF,ANKRA2,CDC123,DSC2,PFKP,LYN,KIF14,RSU1,PRTFDC1,USP6NL,DEK,CHST3,PADI2,CEBPB,LMO4,NIP7,RRP1B,RIPK2,IQGAP3,KARS,ESYT3,CKAP2L,RAD51,CENPE,PRKD3,MSH2,EML4,KIF11,RANBP1,SEPHS1,CDC42EP1,E2F3,DNALI1,DONSON,LPIN1,OIP5,RASAL1,JRKL,IFNAR2,DEPDC1B,UGT8,HSPA14,PSME4,XBP1,NUF2,SMO,CENPL,COMMD2,NCK1,NMT2,PRNP,LAD1,MYO10,DPH2,RAP2B,PPP1R14C,RBM28,TBC1D22B,SHCBP1,TBC1D1,TRIM2,TRIM29,CCNB1,TRDMT1,MCM3,FERMT1,ECE2,CENPI,ERBB2,ESPL1,NUDT5,UBE2T,PIM1,PPARA,KHDRBS3,PDK1,PDXK,RACGAP1,RHEB,DEPDC1,TROAP,PPP1CB,TAF5,LMNB2,CCDC77,BTG3,BAG2,HORMAD1,YARS,SMG5,PDHA1,SLC22A5,XPO5,NFIL3,PSRC1,SOX11,COTL1,GPM6B,GART,HDAC2,KIAA0141,GLIPR2,NXN,CRY2,PTTG1,IRAK1,NEK2,PROM1,RUNDC1,CDK6,FAM98A,CBX2,PHF5A,PSMG1,MASTL
TCGA-AO-A12D,206.656,119.668,6274.18,327.766,1128.92,184.549,621.891,363.33,504.626,116.304,110.056,122.552,1421.12,434.939,382.554,373.423,238.856,15.3791,83.6237,142.256,195.602,490.688,197.525,641.283,229.244,831.912,2405.38,287.396,983.299,745.885,432.282,108.278,60.5551,60.0745,344.107,1139.01,727.141999999999,4327.29,878.529,834.795,589.211,128.631,349.874,6977.77,2361.17,143.698,665.625,39.4089,616.124,469.542,8800.19,324.883,554.127,5386.52,2007.93,795.867,237.261,492.611,17.782,1336.54,368.958,171.573,529.136,71.1282,21060.7,2743.24,241.74,279.226,138.412,5037.13,2200.65,14723.5,7.2089,1579.72,280.668,598.342,1814.25,416.677,419.08,1681.61,680.043,2839.36,140.334,475.487,1461.01,86.5073,13317.7,832.618,664.184,148.024,198.967,1868.08,198.006,184.068,837.679,4099.0,31.2387,24.5104,157.636,901.117,354.199,762.706,165.325,223.958,161.961,2822.54,257.119,971.765,1616.72,1146.22,656.014,611.799,1784.93,40.8507,965.517,2215.07,477.232,2043.49,988.586,680.524,456.566,1737.35,660.819,491.65,2902.32,20.185,235.492,104.77,484.921,1728.22,1143.82,3043.13,607.954,1164.48,1156.31,3197.89,984.741,24.991,408.396,1310.59,53.7595,224.438,470.023,518.664,134.567,2.403,451.28,5000.6,33789.7,281.629,508.471,185.51,812.207,722.816,206.176,2105.97,4325.36,3791.42,438.303,919.380000000001,405.623,217.71,450.664,299.411,936.682,945.813,693.5,945.332,85.0655,2143.94,104.289,230.686,90.8326,211066.0,183.107,608.434,598.822,621.891,224.438,272.978,756.939,6300.13,912.171,994.353,309.984,166.286,8660.87,72.0894,793.463999999999,113.421,719.452,129.761,2.8836,2294.36,2435.66,1354.68,309.504,1378.35,498.859,134.567,2902.8,2385.68,230.206,2406.34,3162.8,614.682,610.837,1058.75,934.279,346.51,2058.87,433.498,584.405,638.231,1684.01,1488.89,994.834,767.511999999999,568.064,194.641
TCGA-AO-A1KO,954.834,898.628,1107.73,81.9672,997.992999999999,581.465,1034.79,887.922,31.7832,149.876,16.0589,14.0515,1077.95,50.184,33.456,240.883,313.148,12919.4,117.765,19.0699,32.1178,23.0846,232.519,92.3051,548.009,140.85,1339.24,52.8605,3077.62,1280.03,61.7431,21.1743,197.063,22.081,30.1104,1074.94,59.2171,4567.41,2327.2,45.5002,22.7501,83.088,29.1067,3160.59,2046.84,115.423,859.15,206.424,741.72,34.1251,5384.07,183.004,644.028,8107.73,3101.37,1238.54,82.9408,717.297,46.8384,1206.76,72.8471,37.8053,1015.39,143.861,12818.7,1683.17,317.163,369.02,8.6986,3760.12,1446.3,17844.8,2678.49,2105.05,331.214,282.135,64.9047,135.162,681.499,1693.21,1173.64,1120.44,17.7317,729.866,3161.59,292.406,4761.61,919.957,597.524,162.596,165.942,1461.02,779.525,43.4928,51.5222,1181.67,540.314,552.024,148.879,1350.72,167.28,510.539,233.523,106.725,100.034,289.06,375.042,889.535,4299.77,447.307,1032.12,21.4118,1386.75,122.784,629.308,3015.72,1489.8,8115.09,915.691000000001,1263.3,683.172,1714.29,443.961,39.4781,3659.42,135.831,16.0589,25.092,45.5002,1686.18,1026.76,2550.35,185.681,522.248,1048.51,840.415,416.862,276.347,97.0425,3978.92,11.6695,181.332,606.557,399.495,9.0331,388.424,554.366,3143.19,20969.2,25.7611,652.392,105.721,1218.8,1029.11,574.774,5344.93,939.11,2027.77,451.656,395.45,123.118,301.439,473.262,27.4339,1230.51,4428.91,3206.76,214.118,132.151,1258.61,337.236,83.9746,12.7133,3466.71,71.2613,442.349,31.7832,214.453,1385.08,431.582,538.307,4021.08,364.336,926.731,40.4818,11.375,11951.2,147.206,282.703,157.243,649.381,102.041,0.0,1250.25,1649.72,1202.01,493.142,1382.74,1107.39,42.8237,22.4155,653.73,1843.09,1376.05,2377.72,1547.67,1038.81,696.22,1328.87,31.1141,1196.72,22.4155,6179.66,690.866,2617.26,822.014,16.3934,377.718,354.968,342.924
TCGA-AR-A1AI,2120.83,3732.81,56.1607,1576.24,4733.49,1270.25,1691.63,3414.57,1722.94,324.687,633.424,615.044,1377.81,1423.76,1664.74,1597.69,173.588,41925.1,724.643,436.692,845.133,945.201,733.152,2554.11,310.075,936.351,4490.47,1013.96,6678.01,5045.27,523.584,372.393,193.012,203.54,2162.01,2886.32,1834.24,13296.1,2861.13,2253.91,1957.45,405.317,919.333,17245.7,8297.14,630.02,1711.71,712.73,3249.15,1043.23,19461.2,1429.2,1159.97,12512.3,1341.39,1285.23,833.111,1248.47,27.2294,3431.25,1139.97,1109.26,2304.29,203.88,37931.9,3760.04,986.385,436.011,221.92,11443.2,4547.65,39889.4,2696.39,4866.58,863.853,824.694,1666.44,1046.97,1422.74,2734.51,1173.59,12538.1,3.4037,1280.12,4495.58,329.816,16826.6,1752.63,1992.85,227.025,603.131,5443.5,799.183,643.976,1746.77,8678.01,282.165,1911.5,1082.37,1326.27,1158.61,1710.69,210.688,567.052,493.873,4216.47,87.4745,3534.8,5574.2,2077.94,1242.68,807.692,3872.36,534.717,1527.57,5289.99,1293.06,21654.9,1702.52,5379.51,1206.26,3882.91,1224.64,1658.27,5081.69,81.6882,429.884,319.605,1221.24,3056.16,2329.48,4742.0,2861.13,1580.67,2807.69,2675.29,1345.47,4.7651,586.835,3090.88,142.012,154.527,309.735,627.012,181.756,1423.76,1527.57,16323.0,7810.42,329.816,1459.84,356.365,1381.21,1436.69,1033.7,3117.09,4262.76,13113.3,1248.13,832.88,1973.45,1488.77,1087.81,696.392,1966.3,3800.54,1173.93,1055.82,272.634,5143.29,99.3873,281.824,516.338,4433.63,893.805,2043.49,688.904,778.761,1064.33,61.2662,1725.32,10080.3,1257.66,2259.02,920.694,417.631,14868.7,335.943,3072.5,554.799,609.939,398.911,1.0211,3418.65,7717.15,2069.09,213.751,4461.2,1131.04,374.404,810.756,9105.85,881.892,3380.53,5737.24,517.018,2223.28,1269.57,516.678,726.685,3578.62,526.208,4018.38,464.942,4022.46,1254.94,1370.66,767.189,1243.02,1559.9
TCGA-AR-A1AO,707.351,430.719,1379.55,418.891,1196.88,769.117,1066.12,677.454,444.189,107.762,146.53,171.499,680.739,226.694,618.316,492.156,89.3634,3023.9,164.6,106.448,267.433,458.645,253.635,770.293,426.448,487.885,1038.85,538.481,1136.1,472.115,313.265,193.879,54.538,61.4374,326.242,1795.48,351.54,8441.23,1711.38,336.099,336.099,176.384,324.271,7069.9,2994.0,228.008,1096.02,137.988,875.565,249.692,14835.6,355.154,878.85,6811.99,1824.07,790.144,248.627,489.199,39.4251,1422.59,509.828,152.444,739.22,127.474,19494.7,2244.6,334.127,239.179,128.46,4544.72,2131.25,26662.5,935.031,2569.86,452.074,471.78,738.234,475.729,514.826,1615.44,1337.17,5141.36,53.5524,507.913,2603.37,168.871,7351.6,954.743,835.154,177.413,303.244,1919.34,236.55,175.113,451.745,5100.94,106.448,220.123,250.02,2537.71,351.54,1189.32,233.922,119.589,121.561,2706.53,188.583,1429.61,1568.13,1502.09,1559.59,114.661,1729.12,82.1355,687.639,2744.97,815.442,2825.13,1897.99,1677.86,662.669,1187.35,628.501,316.058,3665.87,71.2936,77.8645,151.458,385.051,1334.21,693.881,2187.43,471.786,987.269,1204.76,1943.65,671.54,116.304,283.765,996.468000000001,64.7951,80.4928,441.561,685.007,71.2936,89.0349,497.741,3191.13,14009.4,161.971,599.589,150.472,1118.03,914.004,433.676,4056.18,656.099,1498.81,654.127,2008.71,90.6776,693.881,407.005,253.635,1813.55,1199.18,1773.14,659.712,91.0062,1500.12,111.376,397.865,52.5667,2977.91,146.53,963.492,175.113,1579.3,823.983999999999,172.156,327.885,3840.99,659.055,1227.43,228.337,119.918,7638.58,118.604,1335.2,226.037,452.074,176.756,0.9856,2207.47,2275.15,1449.38,202.382,1135.44,1034.58,181.684,1457.41,5191.62,360.411,1687.39,1962.05,945.873,1944.97,857.495,738.234,369.281,2628.67,169.199,1200.82,475.072,1224.48,1292.81,815.113,583.162,524.682,432.69
TCGA-AR-A256,1453.66,4028.7,19.824,1508.1,8489.98,1419.34,1069.61,1704.27,2446.33,391.399,723.13,618.093,4492.94,1796.88,2119.09,631.112,253.865,44858.9,644.722,399.438,863.969,732.303,738.812,3596.06,787.04,1833.57,3097.57,1070.49,3952.66,2551.67,1290.5,349.422,211.013,211.85,2443.38,2428.58,3215.62,16430.8,5033.8,1938.01,2120.28,571.835,978.179,12695.0,15914.8,571.048,4277.24,728.456,2257.86,1211.92,16761.9,1619.65,1535.62,9571.71,1920.26,2051.93,424.354,1427.03,56.5131,2559.95,4956.77,1474.37,2295.44,185.517,26088.9,3198.46,518.677,492.344,294.992,12592.6,3093.76,25002.7,1440.34,14533.6,749.168,1041.44,3533.1,1682.08,2703.45,1797.77,1875.88,6023.23,31.6591,2105.05,8999.48,353.872,9532.28000000001,2000.78,1606.92,1172.57,883.201,2849.91,410.089,650.048,3976.33,7627.49,306.236,563.355,442.636,1276.17,600.34,854.501,719.284,987.647,320.734,18009.0,142.614,2984.55,5702.49,2829.8,3810.64,1055.7,2377.69,435.535,1312.52,2876.54,3450.26,13870.6,2218.8,6577.71,1610.47,2028.26,2896.37,2091.87,3891.12,228.715,916.044,360.086,2744.29,1420.82,1779.72,2418.23,2631.56,1158.96,2384.5,978.475,1028.18,5.6217,249.93,1485.61,191.458,655.078,788.224,625.15,580.516,1158.96,1521.12,10858.5,1743.92,887.048,1947.78,454.176,2460.54,1450.7,541.164,4347.95,3820.99,3526.59,1064.58,1286.49,529.625,1200.98,693.815,561.284,1773.5,2917.67,3445.23,2681.56,260.67,2881.87,974.332,535.247,303.869,1894.81,972.853000000001,1753.38,848.879,870.479,561.284,533.176,478.142,3915.67,2467.34,1541.83,1156.89,471.928,11058.8,368.37,1536.5,300.318,761.595,540.572,1003.03,2149.57,4136.1,4178.9,198.239,2250.76,1348.62,322.213,830.831,3617.72,1239.14,2292.18,2581.85,780.235,3148.46,773.43,323.693,1456.91,2941.34,1677.34,10360.5,388.49,6079.74,1452.77,751.239,537.614,713.366,1195.95
TCGA-B6-A0RL,18.7692,44.0,11692.9,668.615,2028.0,13.5385,409.846,620.923,1158.77,56.8892,245.538,432.615,444.308,440.615,846.462,155.077,0.3077,63.0769,495.385,319.692,444.308,777.231,312.308,1691.56,19.0769,1.2308,1352.0,670.462,1270.46,445.846,783.317,492.277,44.6492,73.5385,355.692,1848.0,589.231,3903.08,154.769,1084.62,1008.0,270.391,584.0,9120.0,1371.38,199.385,1066.46,46.1538,802.768999999999,377.538,1786.15,542.154,325.231,3420.31,37199.4,505.846,344.659,466.154,6.7692,1061.23,620.769,159.385,9.5385,266.462,24641.5,1454.46,565.231,391.077,195.385,4397.23,1541.23,16554.2,13.5385,2237.85,644.923,379.105,1114.77,1326.77,270.154,944.0,29.8462,7119.08,0.6154,1761.46,1117.85,7.6923,6085.71,1018.24,1100.0,104.308,404.308,2149.85,81.8462,411.385,893.846,5612.31,3.0769,0.9231,199.692,150.145,708.923,824.615,197.538,183.077,13.5385,3105.85,461.231,1155.38,150.462,1734.77,66.1538,226.154,357.538,55.6923,467.077,2438.46,9.5385,152.308,599.692,17.8462,320.0,1226.77,301.231,1871.69,1608.92,1.8462,301.231,395.385,603.692,36.6154,1210.46,1600.31,850.768999999999,812.615,1332.92,216.308,769.538,1945.23,354.815,473.846,188.588,0.3077,36.9231,169.249,220.308,1.2308,817.846,2288.62,40141.2,457.846,372.615,264.923,480.923,497.538,217.231,290.462,50.7692,515.692,422.462,555.385,2.7692,529.231,490.378,155.385,363.077,301.231,13.8462,2274.77,62.7692,4253.54,4.6154,112.923,100.0,13768.9,1196.92,671.086,519.077,285.231,92.9231,19.3846,490.462,2084.0,1689.85,1200.31,242.769,756.0,4198.22,59.0769,1622.46,252.615,312.615,58.4615,0.0,1362.77,3764.92,1400.62,710.769,1833.85,194.462,806.154,2.1538,449.231,16.6154,1358.77,2649.54,870.769,36.6154,35.6923,1114.15,716.923,2233.85,874.769,24.6154,1448.62,14.4615,566.769,991.077,302.154,656.923,428.308
TCGA-B6-A0RN,205.618,52.2271,9927.25,134.063,1786.0,46.0585,343.383,604.929,67.854,67.414,15.2158,34.9551,215.899,90.4721,96.2294,150.101,21.3843,7.8135,6.5798,14.3933,25.4967,42.7686,157.092,123.153,100.342,18.5056,959.004,85.126,829.875,630.014,103.607,43.3608,31.2828,13.5708,53.4608,947.489,49.7596,4816.81,309.661,91.2945,71.1439,66.6573,41.5349,8280.25,509.933,99.9305,409.18,55.9282,509.933,42.7686,4176.52,118.847,393.965,6976.63,23810.6,534.608,13.065,538.309,6.991,792.864,78.0856,20.1506,78.135,57.5731,15481.8,807.669,335.158,191.636,11.9259,5664.78,1224.25,12371.2,1.6449,2682.09,381.628,516.332,57.5731,118.025,134.474,1003.83,1426.17,2154.88,74.0226,264.113,3096.61,108.978,3962.22,872.233,1045.77,106.099,159.56,1019.04,96.6406,51.8158,92.9395,2659.88,6.5798,6.5798,74.8451,1381.17,104.865,332.69,134.063,57.5731,305.138,444.136,365.589,1007.89,1198.75,398.488,211.787,22.618,1121.85,77.7237,382.861,1874.42,194.926,834.81,294.445,2099.77,435.5,748.451,353.252,101.164,1630.14,4.5236,20.5618,52.2271,54.2832,349.962,853.316,671.549,185.056,375.459,1255.51,894.44,634.127,1634.67,114.2,274.706,24.4316,0.8225,133.652,166.045,16.0382,10.6922,498.008,1145.71,31210.4,55.5169,554.347,194.104,832.343,512.401,74.4338,1007.53,458.529,223.713,576.965,647.287,0.0,269.36,340.093,22.618,678.952,514.046,86.3597,346.673,92.117,1591.49,5.7573,120.904,7.4023,7869.84,45.236,562.621,150.924,370.524,138.587,111.445,215.488,1666.74,403.834,936.386000000001,40.7124,22.2068,7402.9,78.9574,771.069,162.85,154.214,216.722,0.4112,1341.04,2407.38,914.315,419.873,1030.15,546.122,172.719,149.69,946.254999999999,166.962,1157.63,2118.69,1359.96,871.41,967.64,1533.5,64.9754,1320.89,174.364,1478.4,1237.82,393.553,921.581,74.0226,385.329,265.659,194.926
TCGA-BH-A0HQ,290.618,150.258,8433.78,206.492,1021.66,71.08,598.782,575.838,283.87,112.468,29.6916,73.7792,298.266,166.003,191.196,120.116,44.9873,960.48,17.0952,39.139,108.869,103.921,157.006,313.188,134.962,20.6942,1397.31,141.26,829.117,662.214,227.06,76.582,65.6815,34.6403,68.8306,884.451,206.492,4518.98,379.243,351.801,258.677,84.0139,138.561,6438.59,1365.37,109.319,528.151,87.2754,544.797,139.461,5716.99,191.196,516.905,5733.64,15414.0,508.807,102.157,466.969,14.3959,840.364,160.38,93.5737,241.582,109.319,18896.5,1048.21,292.868,174.101,23.3934,5158.7,1513.37,11530.7,345.053,1335.67,288.819,290.699,414.783,202.443,122.815,907.845,406.236,1512.92,16.6453,292.035,1671.28,22.9435,5957.46,627.124,713.049,98.0724,177.25,1207.91,104.371,58.4835,301.415,2850.4,26.9924,26.5425,101.671,1065.32,170.952,583.486,167.803,67.481,107.07,1818.39,296.916,772.577,1225.46,480.465,367.097,142.61,1225.91,44.0876,423.331,1946.6,677.959,1766.65,444.475,1286.64,338.755,1091.39,273.523,589.784,1845.38,8.0977,71.5299,67.0311,113.368,541.198,698.653,875.004,363.048,416.583,982.074,1383.36,531.75,1411.7,207.162,292.868,26.8574,13.4962,220.888,342.201,21.5939,13.0463,397.238,1941.65,52859.2,148.458,430.079,191.196,560.092,363.048,168.702,1355.47,1134.58,793.577,471.467,559.193,87.2754,414.333,378.717,74.2291,682.458,468.768,1373.01,558.293,52.1853,2719.03,94.4734,125.515,27.4423,14255.1,161.954,409.241,171.852,365.297,263.626,154.756,188.947,2451.36,457.521,788.178,95.3732,81.4271,5742.26,74.2291,1198.91,122.366,159.705,112.468,0.0,1212.86,3158.11,1238.78,647.818,1112.54,326.158,105.72,34.6403,1475.58,110.669,1664.53,1750.91,1265.49,432.778,595.632,1298.33,141.71,1936.26,397.688,1110.74,1517.87,703.152,869.605,111.119,260.927,265.425,190.297
TCGA-BH-A18L,57.8035,59.8266,10331.8,683.815,1776.01,67.6301,331.503,392.775,1429.48,115.023,195.954,252.89,246.821,235.26,877.746,95.0867,34.6821,65.0289,110.405,228.902,549.711,291.041,208.381,2102.45,114.451,3.7572,860.983,644.509,832.37,127.168,843.988,299.382,19.659,80.0578,734.682,1342.77,1020.23,4446.82,146.532,1136.13,778.035,155.957,490.462,9936.42,372.832,173.121,744.22,36.4162,691.619,440.173,2097.4,393.931,270.231,4967.05,9008.96,381.792,275.506,802.601,2.8902,460.116,861.694,145.087,78.3237,106.069,18332.9,1177.17,258.959,216.763,155.202,5761.85,1885.26,12593.6,8.9595,1008.09,278.613,278.959,1826.3,653.468,134.682,866.763,106.358,4403.76,2.0231,775.801,1531.21,4.0462,4607.82,833.237,1678.61,74.2775,195.087,1274.86,141.329,245.087,1617.63,4687.86,8.6705,4.3353,282.37,242.575,310.983,422.254,126.879,756.069,27.7457,5834.68,326.59,1120.53,1452.6,166.474,290.751,728.035,648.844,78.0347,638.728,3680.35,97.1098,126.301,662.717,101.445,395.665,1151.45,794.22,1332.37,1660.98,0.0,470.809,244.798,934.971,353.757,1091.04,1242.49,2281.21,560.983,942.775,255.78,431.503,978.613,243.321,799.133,100.402,0.0,104.335,234.936,228.902,169.075,665.896,2081.79,27867.3,758.381,30.6358,344.798,602.89,460.694,61.5607,2353.18,40.7514,265.029,534.971,365.607,2.3121,328.613,263.558,264.74,1065.03,604.624,13.2948,1891.91,56.6474,1502.89,11.2717,144.798,119.075,11998.8,913.584,837.275,1139.02,194.798,89.5954,51.4451,286.994,963.006,2133.53,967.052,456.936,389.306,4764.74,169.075,1012.14,237.572,185.26,48.8439,0.0,1904.91,4928.03,1097.65,1411.85,1121.39,373.988,249.133,26.5896,979.769,11.2717,1421.97,1271.39,1407.8,100.289,58.6705,673.699,798.266,3136.71,1471.97,12.7168,1797.4,114.162,799.422,253.468,327.168,335.838,521.676
TCGA-BH-A18V,1326.37,964.123,42.0913,1735.36,4902.48,1094.37,2457.87,1729.06,3131.99,444.763,529.621,917.06,1736.35,1173.92,1574.28,566.741,149.805,43365.3,1569.31,666.169,570.387,2363.08,448.753,7356.47,416.273,4218.74,3745.46,2529.79,1724.09,4223.38,1282.72,691.252,166.39,181.954,3232.74,3788.55,2398.54,8698.65,1206.4,1338.97,1755.9,557.591,1034.39,30724.3,9216.01,561.77,2727.98,455.05,1521.25,847.46,29242.5,1290.58,887.895,5463.92,584.307,1783.74,1922.14,1553.4,33.8056,4974.07,1516.04,1443.37,3002.07,241.279,32914.1,4775.21,704.947,555.473,429.199,15097.2,5304.5,26895.4,748.695,4421.91,1117.24,651.126,4631.04,2636.84,861.38,3957.58,1543.79,3770.32,2037.29,1185.87,13937.2,816.969,4971.01,1206.96,4815.97,1080.79,583.976,2561.6,499.793,328.113,1895.1,5676.36,278.731,1462.92,378.822,1357.51,480.57,1379.4,249.565,737.427,378.49,8545.2,139.531,2156.18,3795.51,3307.98,1259.76,600.878,2312.7,526.307,1298.86,6421.41,832.878,5603.12,1917.64,1321.07,1134.48,1431.77,2519.51,4594.91,6017.73,129.92,816.306,1317.09,2306.4,1275.0,2492.67,1757.89,2848.95,1253.13,2235.48,3684.81,1068.85,7.2914,383.067,936.283,256.886,113.348,469.301,616.071,385.782,384.125,859.723,6532.44,3269.2,1116.91,1189.49,404.673,2521.83,1993.87,348.993,2378.66,5046.32,8794.43,934.626,1285.61,357.61,1205.4,592.099,1209.71,1155.36,7007.71,4043.42,2008.78,73.9084,6342.53,255.531,1002.57,263.485,5209.05,653.907,1739.42,644.627,1959.73,941.917,196.537,460.022,7321.24,1844.39,1264.07,763.278,381.805,13128.3,232.662,3369.29,296.008,590.936,824.923,2337.23,4545.86,9034.39,1940.13,100.754,3833.62,919.049,292.651,23.8628,17544.1,156.102,2136.38,2400.2,486.536,1088.74,1839.09,498.799,560.444,9301.84999999999,1254.45,12267.8,405.336,8939.6,969.094,213.771,1041.68,396.056,1007.54
TCGA-BH-A204,139.144,101.918,8870.05,395.188,892.521,51.7535,315.288,346.612,634.888,92.1371,190.217,268.074,727.727,561.571,300.76,590.625,10.8955,2.0429,5.2207,276.019,420.157,847.804,314.38,1361.88,87.1638,14.7543,2772.9,749.291,1736.69,86.7098,903.489,200.633,33.8418,105.323,664.624,1577.8,1005.56,3038.47,418.341,641.698,870.73,324.98,572.012,3697.88,48.5756,337.306,859.38,14.5273,1257.29,505.731,4114.4,372.716,584.27,4963.8,20559.1,1284.98,259.532,515.265,25.1958,1063.9,831.974,95.3354,38.5881,297.129,13344.7,1626.38,514.13,346.839,261.264,5279.76,1579.62,5167.86,0.0,1967.31,508.001,424.145,1313.13,745.886,204.29,1056.18,171.604,3151.97,22.2449,1360.42,1816.59,6.5827,2638.67,1005.1,1192.6,130.746,326.231,998.071,152.083,283.055,860.969,1959.6,8.8526,13.1654,357.735,286.408,603.564,436.273,359.324,556.35,44.0359,2490.75,558.62,1511.42,1084.33,54.7043,405.856,416.979,1311.77,33.5944,427.193,4870.73,241.289,241.516,282.828,847.35,472.818,905.913,545.001,639.882,1849.28,0.681,747.021,229.713,1012.14,887.073,2216.55,1614.12,2137.78,1200.32,1281.35,253.774,606.969,653.501,341.012,828.056,79.3508,0.908,61.06,282.274,220.179,0.454,845.534,1919.65,81125.9000000001,479.401,40.404,285.098,1156.05,629.441,91.0226,2183.41,293.724,545.001,285.098,416.525,1.1349,754.057,585.06,308.251,874.362,1636.82,0.227,1320.39,83.7589,3794.35,3.4048,118.715,204.517,3620.25,519.805,784.122,671.66,399.728,151.402,97.6053,580.638,850.755,2794.46,2611.28,235.388,206.787,8194.67,158.892,392.237,311.883,48.3487,214.505,0.0,1835.89,1773.24,1073.88,912.496,3883.78,139.825,201.566,41.085,591.306,34.5023,2338.44,4571.56,1001.25,188.855,124.163,922.937,415.163,1011.24,730.905,22.4719,1000.11,291.454,1008.06,173.193,323.686,538.191,804.676
TCGA-BH-A208,528.598,452.773,1479.03,255.801,774.376,396.557,634.928,386.534,267.567,94.1279,66.2382,83.2335,404.837,232.705,210.045,714.675,82.3619,939.972,47.064,52.7291,70.5959,111.123,176.49,496.982,584.377,253.187,1452.45,203.508,1242.84,699.423,117.111,104.286,71.9033,14.3807,223.989,1194.47,179.54,9925.7,1330.43,278.897,298.072,68.4737,105.458,5029.74,1282.93,157.751,1083.34,311.581,653.23,217.453,14737.6,165.595,878.527,4955.22,302.865,584.813,65.9375,372.59,44.0135,3584.27,174.594,44.8851,408.759,89.3344,38033.3,1035.84,607.474,305.916,19.1742,4120.27,2141.41,21602.8,186.077,4924.72,368.232,562.07,859.789,237.934,137.706,1989.76,1134.76,4016.12,157.316,579.505,2713.59,61.4446,8432.05,895.087,437.52,402.223,298.072,1441.12,186.513,93.6921,193.921,4125.5,47.9355,94.5637,124.632,2596.47,205.251,661.51,291.099,129.862,226.168,795.729,161.238,986.879,4882.45,648.872,634.056,58.3942,3479.25,244.907,482.841,2764.14,996.187,5187.49,923.412,1784.51,487.635,979.192,456.259,186.948,3019.07,11.766,65.3666,58.8299,177.797,1310.82,617.061,1665.98,316.81,1102.95,925.591000000001,2025.06,599.63,86.7197,209.866,495.915,20.9652,66.2382,642.771,525.055,22.2246,30.0686,377.383,2296.55,14415.5,88.027,923.848000000001,133.348,980.063,648.001,309.838,3348.51,2607.69,2144.9,458.873,1055.89,82.3619,363.002,554.187,193.049,1636.78,895.522,5183.14,424.447,135.527,1516.07,80.183,230.526,40.5273,4613.14,69.7244,567.103,117.66,1326.07,569.125,447.979,361.695,3334.57,479.355,1722.63,115.045,83.2335,6673.69,88.027,721.212,154.701,495.479,441.442,0.0,1799.76,1230.64,1881.99,120.71,1664.23,475.869,85.4124,413.553,2963.72,531.213,905.11,2763.26,868.068,1242.4,2025.93,1806.73,280.641,1831.57,105.022,841.486,399.608,1200.13,1547.88,304.608,617.496,298.943,189.563
